facility_node_set,facility_buffer_m,endpoint_snap_threshold_m,merge_mode,raw_line_features,merged_circuits,reduction_percentage,inter_facility_circuits,self_loops,single_facility,isolated,tap_multi_terminal,ambiguous,loop,clean_branch_count,graph_nodes,graph_edges,connected_components,largest_component_size,isolated_nodes,mixed_voltage_circuits,mixed_status_circuits,suspicious_matches,strategy_score,recommended_yes_no,reason
C,50,5.0,voltage-aware,5334,886,83.3896,134,47,303,172,141,63,26,134,194,134,63,7,0,0,40,24,9000,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,50,5.0,voltage-status-aware,5334,950,82.1897,142,50,325,211,165,27,30,142,201,142,65,9,0,0,0,27,11950,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,50,10.0,geometry-only,5334,439,91.7698,44,17,118,110,68,45,37,44,75,44,31,7,0,0,37,10,1630,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,50,10.0,voltage-aware,5334,439,91.7698,44,17,118,110,68,45,37,44,75,44,31,7,0,0,37,10,1630,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,50,10.0,voltage-status-aware,5334,513,90.3825,50,20,136,155,96,13,43,50,85,50,35,7,0,0,0,13,4050,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,50,25.0,geometry-only,5334,127,97.619,3,1,10,67,13,8,25,3,6,3,3,2,0,0,7,2,-170,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,50,25.0,voltage-aware,5334,127,97.619,3,1,10,67,13,8,25,3,6,3,3,2,0,0,7,2,-170,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,50,25.0,voltage-status-aware,5334,201,96.2317,5,2,30,103,20,3,38,5,10,5,5,2,0,0,0,3,300,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,50,50.0,geometry-only,5334,79,98.5189,1,0,1,56,3,4,14,1,2,1,1,2,0,1,3,1,-430,no,moderate facility buffer
C,50,50.0,voltage-aware,5334,80,98.5002,1,0,1,56,3,5,14,1,2,1,1,2,0,0,4,1,-390,no,no mixed-voltage circuits; moderate facility buffer
C,50,50.0,voltage-status-aware,5334,151,97.1691,3,1,17,88,7,2,33,3,6,3,3,2,0,0,0,2,-50,no,no mixed-voltage circuits; moderate facility buffer
C,100,0.5,geometry-only,5334,1341,74.8594,347,97,487,213,106,86,5,347,367,347,63,53,0,0,1,85,28790,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,0.5,voltage-aware,5334,1341,74.8594,347,97,487,213,106,86,5,347,367,347,63,53,0,0,1,85,28790,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,0.5,voltage-status-aware,5334,1342,74.8406,347,97,487,215,106,85,5,347,367,347,63,53,0,0,0,85,28850,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,1.0,geometry-only,5334,1224,77.0529,279,98,445,210,119,63,10,279,323,279,66,26,0,0,9,55,23210,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,1.0,voltage-aware,5334,1224,77.0529,279,98,445,210,119,63,10,279,323,279,66,26,0,0,9,55,23210,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,1.0,voltage-status-aware,5334,1234,76.8654,282,98,450,213,122,59,10,282,325,282,66,26,0,0,0,59,23600,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,5.0,geometry-only,5334,886,83.3896,151,57,297,138,139,78,26,151,214,151,66,9,0,0,40,39,9300,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,5.0,voltage-aware,5334,886,83.3896,151,57,297,138,139,78,26,151,214,151,66,9,0,0,40,39,9300,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,5.0,voltage-status-aware,5334,950,82.1897,161,61,321,172,163,42,30,161,224,161,69,11,0,0,0,42,12450,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,10.0,geometry-only,5334,439,91.7698,52,25,105,101,66,53,37,52,90,52,38,7,0,0,37,20,1530,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,10.0,voltage-aware,5334,439,91.7698,52,25,105,101,66,53,37,52,90,52,38,7,0,0,37,20,1530,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,10.0,voltage-status-aware,5334,513,90.3825,59,31,125,140,92,23,43,59,101,59,42,7,0,0,0,23,3950,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,25.0,geometry-only,5334,127,97.619,6,1,9,65,13,8,25,6,12,6,6,2,0,0,7,2,130,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,25.0,voltage-aware,5334,127,97.619,6,1,9,65,13,8,25,6,12,6,6,2,0,0,7,2,130,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,25.0,voltage-status-aware,5334,201,96.2317,9,6,29,96,20,3,38,9,18,9,9,2,0,0,0,3,700,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,100,50.0,geometry-only,5334,79,98.5189,1,0,2,55,3,4,14,1,2,1,1,2,0,1,3,2,-480,no,moderate facility buffer
C,100,50.0,voltage-aware,5334,80,98.5002,1,0,2,55,3,5,14,1,2,1,1,2,0,0,4,2,-440,no,no mixed-voltage circuits; moderate facility buffer
C,100,50.0,voltage-status-aware,5334,151,97.1691,3,3,19,84,6,3,33,3,6,3,3,2,0,0,0,3,-150,no,no mixed-voltage circuits; moderate facility buffer
C,250,0.5,geometry-only,5334,1341,74.8594,354,113,465,195,104,105,5,354,370,354,61,27,0,0,1,104,26290,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,0.5,voltage-aware,5334,1341,74.8594,354,113,465,195,104,105,5,354,370,354,61,27,0,0,1,104,26290,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,0.5,voltage-status-aware,5334,1342,74.8406,354,113,465,197,104,104,5,354,370,354,61,27,0,0,0,104,26350,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,1.0,geometry-only,5334,1224,77.0529,289,112,426,193,115,79,10,289,328,289,64,25,0,0,9,72,22510,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,1.0,voltage-aware,5334,1224,77.0529,289,112,426,193,115,79,10,289,328,289,64,25,0,0,9,72,22510,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,1.0,voltage-status-aware,5334,1234,76.8654,292,113,430,196,117,76,10,292,329,292,63,25,0,0,0,76,22850,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,5.0,geometry-only,5334,886,83.3896,153,61,290,129,138,89,26,153,216,153,67,9,0,0,40,53,8250,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,5.0,voltage-aware,5334,886,83.3896,153,61,290,129,138,89,26,153,216,153,67,9,0,0,40,53,8250,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,5.0,voltage-status-aware,5334,950,82.1897,162,71,315,156,160,56,30,162,226,162,70,9,0,0,0,56,11050,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,10.0,geometry-only,5334,439,91.7698,54,25,107,94,66,56,37,54,93,54,39,7,0,0,37,25,1330,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,10.0,voltage-aware,5334,439,91.7698,54,25,107,94,66,56,37,54,93,54,39,7,0,0,37,25,1330,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,10.0,voltage-status-aware,5334,513,90.3825,61,36,128,127,90,28,43,61,103,61,42,7,0,0,0,28,3650,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,25.0,geometry-only,5334,127,97.619,6,2,12,60,13,9,25,6,12,6,6,2,0,0,7,3,30,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,25.0,voltage-aware,5334,127,97.619,6,2,12,60,13,9,25,6,12,6,6,2,0,0,7,3,30,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,25.0,voltage-status-aware,5334,201,96.2317,9,11,32,87,19,5,38,9,18,9,9,2,0,0,0,5,500,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,250,50.0,geometry-only,5334,79,98.5189,1,0,5,51,3,5,14,1,2,1,1,2,0,1,3,3,-580,no,moderate facility buffer
C,250,50.0,voltage-aware,5334,80,98.5002,1,0,5,51,3,6,14,1,2,1,1,2,0,0,4,3,-540,no,no mixed-voltage circuits; moderate facility buffer
C,250,50.0,voltage-status-aware,5334,151,97.1691,3,5,24,76,5,5,33,3,6,3,3,2,0,0,0,5,-350,no,no mixed-voltage circuits; moderate facility buffer
C,500,0.5,geometry-only,5334,1341,74.8594,344,147,427,185,103,130,5,344,364,344,60,27,0,0,1,129,22290,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,0.5,voltage-aware,5334,1341,74.8594,344,147,427,185,103,130,5,344,364,344,60,27,0,0,1,129,22290,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,0.5,voltage-status-aware,5334,1342,74.8406,344,147,427,187,103,129,5,344,364,344,60,27,0,0,0,129,22350,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,1.0,geometry-only,5334,1224,77.0529,288,140,396,182,112,96,10,288,326,288,62,26,0,0,9,92,20110,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,1.0,voltage-aware,5334,1224,77.0529,288,140,396,182,112,96,10,288,326,288,62,26,0,0,9,92,20110,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,1.0,voltage-status-aware,5334,1234,76.8654,289,142,399,185,112,97,10,289,327,289,62,26,0,0,0,97,20000,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,5.0,geometry-only,5334,886,83.3896,155,75,272,123,134,101,26,155,218,155,67,9,0,0,40,67,6650,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,5.0,voltage-aware,5334,886,83.3896,155,75,272,123,134,101,26,155,218,155,67,9,0,0,40,67,6650,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,5.0,voltage-status-aware,5334,950,82.1897,162,88,296,148,153,73,30,162,226,162,70,9,0,0,0,73,8850,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,10.0,geometry-only,5334,439,91.7698,55,32,101,90,66,58,37,55,95,55,40,7,0,0,37,28,680,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,10.0,voltage-aware,5334,439,91.7698,55,32,101,90,66,58,37,55,95,55,40,7,0,0,37,28,680,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,10.0,voltage-status-aware,5334,513,90.3825,61,47,121,120,88,33,43,61,103,61,42,7,0,0,0,33,2650,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,25.0,geometry-only,5334,127,97.619,6,4,12,58,13,9,25,6,12,6,6,2,0,0,7,3,-470,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,25.0,voltage-aware,5334,127,97.619,6,4,12,58,13,9,25,6,12,6,6,2,0,0,7,3,-470,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,25.0,voltage-status-aware,5334,201,96.2317,8,17,32,81,18,7,38,8,16,8,8,2,0,0,0,7,-300,no,no mixed-voltage circuits; conservative endpoint snapping
C,500,50.0,geometry-only,5334,79,98.5189,1,1,6,49,3,5,14,1,2,1,1,2,0,1,3,3,-1080,no,higher ambiguity or weak graph structure
C,500,50.0,voltage-aware,5334,80,98.5002,1,1,6,49,3,6,14,1,2,1,1,2,0,0,4,3,-1040,no,no mixed-voltage circuits
C,500,50.0,voltage-status-aware,5334,151,97.1691,2,10,25,70,5,6,33,2,4,2,2,2,0,0,0,6,-1050,no,no mixed-voltage circuits
