code,bus_id,capacity_mva,fold,bus_index,lon,lat
1311S5012400,BUS:EREDES:1311S5012400:60,40.0,0,1145,-8.25959227336238,41.2268109571168
1311S5023500,BUS:EREDES:1311S5023500:60,31.5,1,2484,-8.30474173898073,41.2155747336377
1312S5012600,BUS:EREDES:1312S5012600:60,63.0,0,1190,-8.61267641193657,41.1601946576468
1312S5013100,BUS:EREDES:1312S5013100:60,80.0,1,2014,-8.65503863858691,41.1636396963523
1312S5013200,BUS:EREDES:1312S5013200:60,90.0,4,2813,-8.6350770081551,41.1541767069428
1312S5013300,BUS:EREDES:1312S5013300:60,91.5,0,554,-8.58675815534424,41.1607271754816
1312S5013800,BUS:EREDES:1312S5013800:60,60.0,1,351,-8.59744917657919,41.1500733184242
1312S5013900,BUS:EREDES:1312S5013900:60,60.0,2,695,-8.63385927301313,41.1684540063167
1312S5014000,BUS:EREDES:1312S5014000:60,60.0,4,1192,-8.60094116222406,41.1725903352502
1312S5014100,BUS:EREDES:1312S5014100:60,63.0,3,1230,-8.6138011046564,41.1446794305593
1313S5010600,BUS:EREDES:1313S5010600:60,63.0,2,1137,-8.74384692168806,41.3946880876111
1314S5003200,BUS:EREDES:1314S5003200:60,63.0,0,1140,-8.35080120605253,41.3650787922481
1314S5004600,BUS:EREDES:1314S5004600:60,56.5,3,178,-8.48135280435004,41.358263168095
1315S5007300,BUS:EREDES:1315S5007300:60,63.0,1,2978,-8.535870893396,41.2262209908111
1315S5012200,BUS:EREDES:1315S5012200:60,63.0,4,1168,-8.48242570252184,41.1858381077185
1315S5021000,BUS:EREDES:1315S5021000:60,63.0,3,1147,-8.55626032403403,41.2023188028173
1316S5001600,BUS:EREDES:1316S5001600:60,63.0,4,2775,-8.73616651218241,41.3553318848863
1316S5005600,BUS:EREDES:1316S5005600:60,63.0,1,1923,-8.65182942550152,41.2851318655637
1316S5022100,BUS:EREDES:1316S5022100:60,31.5,0,162,-8.708065428478,41.3033343521263
1317S5001800,BUS:EREDES:1317S5001800:60,63.0,4,1170,-8.62109093971481,41.0884102122766
1317S5002800,BUS:EREDES:1317S5002800:60,63.0,0,1867,-8.59896288177663,41.1202549932389
1317S5003500,BUS:EREDES:1317S5003500:60,63.0,1,2043,-8.63668186459967,41.1283598742994
1317S5005200,BUS:EREDES:1317S5005200:60,63.0,3,1171,-8.55529669389395,41.0576119332299
1317S5009600,BUS:EREDES:1317S5009600:60,63.0,0,2157,-8.604288928996,41.132123132031
1317S5011900,BUS:EREDES:1317S5011900:60,40.0,0,1871,-8.61826310987027,41.1232380163232
1317S5020400,BUS:EREDES:1317S5020400:60,31.5,3,2158,-8.60898026167858,41.0484002534432
1318S5020300,BUS:EREDES:1318S5020300:60,63.0,0,2058,-8.58075260020073,41.3057104354066
1401S5636700,BUS:EREDES:1401S5636700:60,80.0,4,734,-8.17861246130161,39.48760858767
1402S5568200,BUS:EREDES:1402S5568200:60,40.0,1,1996,-8.6605199231738,39.4688669214576
1403S5799800,BUS:EREDES:1403S5799800:60,40.0,3,737,-8.62247680721767,39.1967860073129
1404S5904400,BUS:EREDES:1404S5904400:60,20.0,1,709,-8.55268933699975,39.2670240195231
1405S5680800,BUS:EREDES:1405S5680800:60,40.0,0,932,-8.85373624625118,38.9148122335011
1405S5906000,BUS:EREDES:1405S5906000:60,20.0,0,412,-8.79933421870287,38.9782154498673
1406S5192700,BUS:EREDES:1406S5192700:60,40.0,1,425,-8.81987793989929,39.1215882033167
1406S5900900,BUS:EREDES:1406S5900900:60,20.0,0,928,-8.80218898529396,39.1806055170379
1409S5568300,BUS:EREDES:1409S5568300:60,40.0,3,306,-8.49257616698326,38.9417636367369
1410S5625300,BUS:EREDES:1410S5625300:60,51.5,4,2858,-8.46810688990915,39.4695363704119
1413S5585200,BUS:EREDES:1413S5585200:60,10.0,0,371,-7.99796319556978,39.4813953564591
1413S5632800,BUS:EREDES:1413S5632800:60,20.0,1,372,-7.81469393331499,39.5669331634235
1414S5001400,BUS:EREDES:1414S5001400:60,40.0,2,773,-8.92157933155721,39.3168198381585
1415S5636100,BUS:EREDES:1415S5636100:60,15.0,1,2061,-8.66247544909662,39.0396472947729
1415S5840100,BUS:EREDES:1415S5840100:60,20.0,2,2942,-8.76545361183645,39.0260638131249
1416S5106800,BUS:EREDES:1416S5106800:60,63.0,1,930,-8.72576194794212,39.2473941408176
1416S5901000,BUS:EREDES:1416S5901000:60,20.0,0,1374,-8.80909546304938,39.4275804388859
1416S5901800,BUS:EREDES:1416S5901800:60,20.0,0,1570,-8.63054685172559,39.3324486385034
1416S5902600,BUS:EREDES:1416S5902600:60,63.0,2,2074,-8.68565789885188,39.2466492408658
1418S5003600,BUS:EREDES:1418S5003600:60,61.0,0,509,-8.3760481199526,39.6363211535193
1418S5004100,BUS:EREDES:1418S5004100:60,20.0,3,938,-8.39320109087591,39.554756683008
1419S5627800,BUS:EREDES:1419S5627800:60,40.0,3,941,-8.54837270810758,39.4688281430257
1420S5664400,BUS:EREDES:1420S5664400:60,20.0,0,1724,-8.38486815999545,39.4649629810333
1421S5002900,BUS:EREDES:1421S5002900:60,51.5,3,2913,-8.59015218806743,39.6636327416483
1421S5004500,BUS:EREDES:1421S5004500:60,40.0,3,2107,-8.69085792095743,39.6304006671614
1501S5053800,BUS:EREDES:1501S5053800:60,20.0,0,2234,-8.51219026920227,38.3841695399754
1501S5053900,BUS:EREDES:1501S5053900:60,16.0,1,839,-8.31516483707305,38.2665137489847
1501S5054200,BUS:EREDES:1501S5054200:60,20.0,1,2698,-8.78486166549782,38.3744374440504
1502S5030600,BUS:EREDES:1502S5030600:60,63.0,2,845,-8.97229933709246,38.7266963070105
1503S5020400,BUS:EREDES:1503S5020400:60,61.5,3,799,-9.17668132681433,38.6478295674654
1503S5021100,BUS:EREDES:1503S5021100:60,80.0,1,796,-9.17478697522116,38.6718270084547
1503S5021300,BUS:EREDES:1503S5021300:60,40.0,3,1273,-9.16322422660795,38.5846061028923
1503S5021500,BUS:EREDES:1503S5021500:60,40.0,2,1960,-9.15365090614543,38.6743835659176
1503S5021700,BUS:EREDES:1503S5021700:60,80.0,2,2879,-9.15594572675852,38.6556793361888
1503S5022800,BUS:EREDES:1503S5022800:60,31.5,3,2270,-9.22469151597253,38.6559363845331
1504S5020200,BUS:EREDES:1504S5020200:60,71.5,3,814,-9.04379210227551,38.5879552207102
1504S5020300,BUS:EREDES:1504S5020300:60,63.0,3,816,-9.06123982421673,38.6631038803351
1504S5020700,BUS:EREDES:1504S5020700:60,20.0,1,82,-9.03752042527927,38.6232485152187
1504S5022700,BUS:EREDES:1504S5022700:60,91.5,1,1924,-9.06230829350075,38.6699867695163
1506S5031400,BUS:EREDES:1506S5031400:60,63.0,4,2617,-8.99020217413639,38.630558790395
1507S5030900,BUS:EREDES:1507S5030900:60,40.0,4,828,-8.61353563507317,38.6894674275082
1507S5900600,BUS:EREDES:1507S5900600:60,31.5,3,1272,-8.93773058465794,38.7031082075198
1508S5031800,BUS:EREDES:1508S5031800:60,51.5,3,1516,-8.89880155454382,38.5953798053933
1508S5902400,BUS:EREDES:1508S5902400:60,31.5,0,1517,-8.90410495381109,38.6594173890094
1508S5903500,BUS:EREDES:1508S5903500:60,20.0,4,2088,-8.96856395855957,38.5794199080201
1509S5054000,BUS:EREDES:1509S5054000:60,40.0,4,2112,-8.67507310256394,38.024901738891
1510S5021200,BUS:EREDES:1510S5021200:60,63.0,0,2883,-9.11331320253183,38.6146183304279
1510S5022300,BUS:EREDES:1510S5022300:60,40.0,2,806,-9.09880506834704,38.6265781654814
1511S5020600,BUS:EREDES:1511S5020600:60,63.0,2,840,-9.07337451340172,38.5439716536938
1511S5021000,BUS:EREDES:1511S5021000:60,40.0,0,1854,-9.13648414300182,38.4536707901775
1512P5903900,BUS:EREDES:1512P5903900:60,63.0,1,1510,-8.83281521982619,38.5088478676215
1512S5030700,BUS:EREDES:1512S5030700:60,126.0,2,312,-8.8783709720027,38.5445621343099
1512S5031900,BUS:EREDES:1512S5031900:60,40.0,3,821,-8.86139348342098,38.5236162143309
1512S5032400,BUS:EREDES:1512S5032400:60,40.0,2,2886,-8.88730268220072,38.5293199641337
1513S5054400,BUS:EREDES:1513S5054400:60,63.0,0,684,-8.84920330626879,37.9725364445118
1513S5907600,BUS:EREDES:1513S5907600:60,31.5,1,547,-8.78649219178279,37.9456948412733
1601S5024900,BUS:EREDES:1601S5024900:60,31.5,0,205,-8.4412427199166,41.8236939827679
1602S5021100,BUS:EREDES:1602S5021100:60,20.0,3,2187,-8.85580356250732,41.7968373022935
1603S5021700,BUS:EREDES:1603S5021700:60,20.0,1,2439,-8.25117237283766,42.1103260089472
1604S5007400,BUS:EREDES:1604S5007400:60,30.0,3,405,-8.45881726001989,42.0707441521895
1606S5011500,BUS:EREDES:1606S5011500:60,20.0,0,1198,-8.35441553776086,41.8120940042188
1607S5006400,BUS:EREDES:1607S5006400:60,40.0,4,2680,-8.59323454207786,41.7550620132093
1608S5006800,BUS:EREDES:1608S5006800:60,40.0,3,2983,-8.63403473046996,42.025769606762
1609S5001100,BUS:EREDES:1609S5001100:60,63.0,2,723,-8.77925159305336,41.7067809083379
1609S5011200,BUS:EREDES:1609S5011200:60,40.0,4,190,-8.76559653343121,41.6285587555033
1609S5021900,BUS:EREDES:1609S5021900:60,31.5,3,2581,-8.84281146205716,41.6927711966606
1609S5025600,BUS:EREDES:1609S5025600:60,20.0,2,452,-8.68602777809609,41.7510083349637
1610S5001400,BUS:EREDES:1610S5001400:60,20.0,3,1426,-8.76153551822525,41.8846321560451
1610S5025800,BUS:EREDES:1610S5025800:60,12.0,1,535,-8.68259166255419,41.9720333376684
1701S5003400,BUS:EREDES:1701S5003400:60,30.0,1,2968,-7.5418410227368,41.1933313490469
1703S5002100,BUS:EREDES:1703S5002100:60,30.0,0,2973,-7.56847607584034,41.6411898790134
1703S5004900,BUS:EREDES:1703S5004900:60,60.0,2,2149,-7.47741367184995,41.7148629902354
1706S5015000,BUS:EREDES:1706S5015000:60,20.0,3,1131,-7.74181533082984,41.7621767127496
1706S5021200,BUS:EREDES:1706S5021200:60,10.0,3,3150,-7.89517921568911,41.714016950395
1712S5015100,BUS:EREDES:1712S5015100:60,15.0,4,1119,-7.3129256150095,41.6209316075406
1713S5014700,BUS:EREDES:1713S5014700:60,20.0,3,1379,-7.66595698978451,41.4641880343936
1714S5006100,BUS:EREDES:1714S5006100:60,63.0,1,1126,-7.76007205306067,41.29231971665
1714S5022900,BUS:EREDES:1714S5022900:60,31.5,4,1685,-7.70359922966106,41.3416253853839
1802S5010800,BUS:EREDES:1802S5010800:60,20.0,3,1410,-7.98044979216946,40.4426165017856
1803S5004800,BUS:EREDES:1803S5004800:60,15.0,1,1667,-7.96872438588664,40.911311400566
1805S5001700,BUS:EREDES:1805S5001700:60,45.0,3,1053,-7.77572914455816,41.1406439830133
1805S5011300,BUS:EREDES:1805S5011300:60,31.5,1,1499,-7.80566624448477,41.0906337901574
1806S5008500,BUS:EREDES:1806S5008500:60,40.0,1,308,-7.77570391245423,40.6065585957211
1807S5009800,BUS:EREDES:1807S5009800:60,31.5,1,1822,-7.56732997024902,40.9445336230024
1808P5020500,BUS:EREDES:1808P5020500:60,30.0,4,1409,-8.1854928909767,40.3776243559348
1809S5004900,BUS:EREDES:1809S5004900:60,20.0,0,1542,-7.83225000114925,40.552390003649
1817S5010700,BUS:EREDES:1817S5010700:60,15.0,4,2567,-7.73140546001424,40.7307720256908
1821S5009100,BUS:EREDES:1821S5009100:60,51.5,4,1732,-8.08401318103691,40.5254778109476
1823S5004600,BUS:EREDES:1823S5004600:60,31.5,2,2040,-7.93723999932175,40.6760200015095
1823S5009300,BUS:EREDES:1823S5009300:60,40.0,3,398,-8.00552000002215,40.740008176043
1823S5009600,BUS:EREDES:1823S5009600:60,31.5,2,3144,-7.91935634992506,40.6484468612114
1823S5009700,BUS:EREDES:1823S5009700:60,80.0,3,2150,-7.88241967267539,40.6575955371207
1824S5009400,BUS:EREDES:1824S5009400:60,40.0,4,1047,-8.12181985814533,40.7261529267672
